id,name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
698,Mens Sleeveless T-Shirt-Maroon-Grey-Navy,3,12,https://m.media-amazon.com/images/I/61wTz--i5gL._AC_UL320_.jpg,https://www.amazon.in/Sleeveless-Maroon-Grey-Navy-XXL-Premium-Quailty-Occasion/dp/B0BG7XVGNS/ref=sr_1_9730?qid=1679142827&s=apparel&sr=1-9730,4,2,?349,?999
699,MERSODA Men's Net Design Comfortable Polyester Spandex T-String Thong Sexy Brief Underwear (ML-07027),3,12,https://m.media-amazon.com/images/I/715aEAIhokL._AC_UL320_.jpg,https://www.amazon.in/MERSODA-Comfortable-Polyester-T-String-Underwear/dp/B0BCZCVN9K/ref=sr_1_10031?qid=1679142837&s=apparel&sr=1-10031,,,?399,?599
700,Levi¡¯s Men¡¯s Premium Cotton Stretch 200 SF Printed Trunk with Micro Nylon Elastic waistband (Pack of 1),3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61F1XbLr1oL._AC_UL320_.jpg,https://www.amazon.in/Levis-Regular-Printed-STYLE-022A_Black-White_Small/dp/B083QXK9XL/ref=sr_1_10088?qid=1679142841&s=apparel&sr=1-10088,3.7,112,,?389
701,"Men's Cotton Shorts Boxers, Pack of 5 - Multicolor (L)",3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51gzJuRl7oL._AC_UL320_.jpg,https://www.amazon.in/Mens-Cotton-Shorts-Boxers-Pack/dp/B0B5R6Z5FY/ref=sr_1_10161?qid=1679142843&s=apparel&sr=1-10161,2,3,?447,"?1,299"
702,"Men's Polyester Thong (Pack of 3) (AVU-ML-771-WH-RD-BK_White, Red, Black_Free Size)",3,12,https://m.media-amazon.com/images/I/612anXQGCpL._AC_UL320_.jpg,https://www.amazon.in/Traders-Polyster-Spandex-G-String-Black-Red-White/dp/B08JC5TZN1/ref=sr_1_10196?qid=1679142844&s=apparel&sr=1-10196,4,7,?399,?999
703,Men's Premium Sleeveless Modern Cotton Gym Vest Round Neck Slim Fit for All Season (Pack of 2),3,12,https://m.media-amazon.com/images/I/616O+laNfSL._AC_UL320_.jpg,https://www.amazon.in/Premium-Sleeveless-Modern-Cotton-Melange-Black/dp/B0BG5YM9ZV/ref=sr_1_10306?qid=1679142848&s=apparel&sr=1-10306,3,2,?357,?489
704,"Men's Polyester Thong (2 Pcs) (AVU-ML-611-WH-RD_White, Red_Free Size)",3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/619BDNQqM0L._AC_UL320_.jpg,https://www.amazon.in/AAVUN-Traders-Polyster-Spandex-Underwear/dp/B08JCJ7XWL/ref=sr_1_10520?qid=1679142856&s=apparel&sr=1-10520,3.6,13,?329,?799
705,"Men's Spandex And Polyester Briefs (Pack of 2) (AVU-ML-109-RD-BK_Red, Black_Free Size)",3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61ccSy-aAkL._AC_UL320_.jpg,https://www.amazon.in/AAVUN-Traders-Combo-Coverage-Running/dp/B08JCDVR74/ref=sr_1_10522?qid=1679142856&s=apparel&sr=1-10522,2.2,3,?379,?999
706,Levi's Men's Printed Cotton Trunks (Pack of 3) (Colors May Vary),3,12,https://m.media-amazon.com/images/I/9124JJXTU6L._AC_UL320_.jpg,https://www.amazon.in/Levis-Printed-Cotton-Trunks-200SF_Trunk_PK3_CB1_PLN_PRN_STR_M/dp/B0758L5CZF/ref=sr_1_10576?qid=1679142858&s=apparel&sr=1-10576,3.4,52,"?1,111","?1,299"
707,Macho Sporto Men's Gym Vest Stretchable Tank Top Multicolor Vest (Pack of 3),3,12,https://m.media-amazon.com/images/I/61AxmERx3OL._AC_UL320_.jpg,https://www.amazon.in/Macho-Sporto-Mens-Stretchable-Vest/dp/B072HH2WSW/ref=sr_1_10578?qid=1679142858&s=apparel&sr=1-10578,3.5,20,,?575
708,"Men's Synthetic Thong (2 Pcs) (AVU-ML-102-RD-BL_Red, Blue_Free Size)",3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71wIf4DdIaL._AC_UL320_.jpg,https://www.amazon.in/Traders-Polyster-Spandex-Enhancing-Underwear/dp/B08JCSNS6J/ref=sr_1_10686?qid=1679142861&s=apparel&sr=1-10686,3.1,9,?239,?799
709,"Macho Men's Long Cotton Fine Trunk (Pack of-3, 80)",3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61jS1Nc3jCL._AC_UL320_.jpg,https://www.amazon.in/Macho-Mens-Long-Cotton-Trunk/dp/B08CSWZ2YC/ref=sr_1_10707?qid=1679142861&s=apparel&sr=1-10707,3.9,3,?430,?550
710,Macroman M-Series Men's Boxer (M512_Brown_M,3,12,https://m.media-amazon.com/images/I/91cT+4V6EOL._AC_UL320_.jpg,https://www.amazon.in/Macroman-M-Cotton-Brief-8903978013480_M512_Brown_M/dp/B01J7W2F3G/ref=sr_1_10784?qid=1679142865&s=apparel&sr=1-10784,2.7,2,?158.19,?225
711,Lecherous Men's Boxer/Shorts/Inner wear/Night wear/Lounge wear for Comfort from The Inner Side,3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81rNtohYJ2L._AC_UL320_.jpg,https://www.amazon.in/Lecherous-Shorts-Lounge-Comfort-Medium/dp/B0B5QXS5NT/ref=sr_1_10833?qid=1679142867&s=apparel&sr=1-10833,,,?389,?400
712,Men's Slim Fit Jhabla (ThermalDaskTop1_Black_S),3,12,https://m.media-amazon.com/images/I/31jkPnEWjlL._AC_UL320_.jpg,https://www.amazon.in/Thermal-Inner-Winter-Small-Black/dp/B09NP4PNPF/ref=sr_1_10856?qid=1679142869&s=apparel&sr=1-10856,3.9,2,?399,"?1,999"
713,Macho Mini Fine Assorted Trunk Pack of 6,3,12,https://m.media-amazon.com/images/I/91r3dlBdfIL._AC_UL320_.jpg,https://www.amazon.in/Macho-Mini-Fine-Assorted-Trunk/dp/B06ZZRXWLW/ref=sr_1_10999?qid=1679142873&s=apparel&sr=1-10999,4.1,12,?830,?850
714,"Men's Synthetic Sexy Bikini Style Combo of Stretch Low Rise Thong Underwear (Free Size Fit for Small-Medium-Large Waist, R...",3,12,https://m.media-amazon.com/images/I/61UppuSK2zL._AC_UL320_.jpg,https://www.amazon.in/Combo-Stretch-G-String-Thong-Bikini/dp/B08HCC3S2T/ref=sr_1_11826?qid=1679142906&s=apparel&sr=1-11826,5,1,?349,?999
715,Macroman M-Series Men's Boxer (M581_Grey Melange_XL,3,12,https://m.media-amazon.com/images/I/91dT08Qu5JL._AC_UL320_.jpg,https://www.amazon.in/Macroman-M-Cotton-8903978014692_M581_Grey-Melange_XL/dp/B01J7W1QD6/ref=sr_1_11994?qid=1679142910&s=apparel&sr=1-11994,1,2,?240,?280
716,"Men's Gym Vest Stringer for Workout, Bodybuilding, Fitness & Training Never Stop Saying Tank top Mustard",3,12,https://m.media-amazon.com/images/I/713dpP+rzGL._AC_UL320_.jpg,https://www.amazon.in/GYMBROTHERS-Stringer-Workout-Bodybuilding-Training/dp/B09N9MRWPZ/ref=sr_1_12181?qid=1679142918&s=apparel&sr=1-12181,3.9,5,?549,?999
717,Macroman M-Series Men's Cotton Brief Pack of 3 (85 cm),3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41+lixz18zS._AC_UL320_.jpg,https://www.amazon.in/Macroman-M-Mens-Cotton-Brief/dp/B08D3Z9MWH/ref=sr_1_12342?qid=1679142925&s=apparel&sr=1-12342,4,3,?675,?699
718,"Levi's Men's Plain Trunks (Pack of 2) (#010-Boxer Brief-P2-17_Navy Melange, Wine-XL)",3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91JPNcBdydL._AC_UL320_.jpg,https://www.amazon.in/Levis-Plain-Trunks-010-BOXER-BRIEF-P2-17_Multicolour_XL/dp/B0862HLTZ3/ref=sr_1_12361?qid=1679142925&s=apparel&sr=1-12361,4.7,4,?498,?509
719,Macho Trunk - 3PC,3,12,https://m.media-amazon.com/images/I/41Yz+Kb4EoL._AC_UL320_.jpg,https://www.amazon.in/Macho-Trunk-3PC/dp/B07J5VM6JZ/ref=sr_1_12463?qid=1679142928&s=apparel&sr=1-12463,3.4,2,?473,?516
720,Macroman M-Series Men's Boxer (M515 Grey Melange L,3,12,https://m.media-amazon.com/images/I/91gmv815rsL._AC_UL320_.jpg,https://www.amazon.in/MacroMan-Mens-Cotton-Vest-melange/dp/B00LL4ULRQ/ref=sr_1_12578?qid=1679142932&s=apparel&sr=1-12578,5,1,?227.70,?230
721,Men's Trendy Boxer/Shorts for Men/Cotton Boxer for Men (Pack of 3),3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61h4kFvPxRL._AC_UL320_.jpg,https://www.amazon.in/Trendy-Boxer-Shorts-Cotton-Multicolour/dp/B0B8CGRJZN/ref=sr_1_12677?qid=1679142935&s=apparel&sr=1-12677,3,2,?282,?699
722,"Men's Polyester Spandex metal ring G-String Thongs blue hot and sexy, Free Size(Fit for Waist 30, 32,34,36)",3,12,https://m.media-amazon.com/images/I/51Oylz1m6sL._AC_UL320_.jpg,https://www.amazon.in/Polyester-Spandex-metal-G-String-Thongs/dp/B09TRL5X6D/ref=sr_1_12754?qid=1679142938&s=apparel&sr=1-12754,2,1,?199,?499
723,Levex Boxer,3,12,https://m.media-amazon.com/images/I/91O+Nf7RwUL._AC_UL320_.jpg,https://www.amazon.in/Levex-Cotton-Printed-Shorts-Blue-Grey-Black/dp/B09CHCZ6G6/ref=sr_1_12853?qid=1679142942&s=apparel&sr=1-12853,2.3,3,?349,"?1,499"
724,"Men's Spandex And Polyester Thong (2 Pcs) (AVU-ML-109-WH-RD_White, Red_Free Size)",3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61SS2Dyi2oL._AC_UL320_.jpg,https://www.amazon.in/AAVUN-Traders-Combo-Coverage-Running/dp/B08JC9P275/ref=sr_1_13003?qid=1679142947&s=apparel&sr=1-13003,3,2,?429,?899
725,Mens Boxer Short/Boxer Cotton Side Pocket Checks 0205,3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91QUgAz0BXL._AC_UL320_.jpg,https://www.amazon.in/Cotton-Pocket-Checks-0205Medium-Multicolour/dp/B0BC9NNTCY/ref=sr_1_13514?qid=1679142967&s=apparel&sr=1-13514,,,?490,?999
726,Mens Boxer Short/Boxer Cotton Side Pocket Checks 0507,3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91rh8ApeMRL._AC_UL320_.jpg,https://www.amazon.in/Cotton-Pocket-Checks-0507XLarge-Multicolour/dp/B0BC9N7HDJ/ref=sr_1_13515?qid=1679142967&s=apparel&sr=1-13515,2.5,2,?490,?999
727,"Men's Cotton Shorts Boxers, Pack of 3 - Multicolor (X-Large, Multicolor-Set-4)",3,12,https://m.media-amazon.com/images/I/61O-FueKNWL._AC_UL320_.jpg,https://www.amazon.in/Mens-Cotton-Shorts-Boxers-Pack/dp/B0B6W8S8NJ/ref=sr_1_13561?qid=1679142969&s=apparel&sr=1-13561,,,?248,"?1,299"
728,"Men's Cotton Shorts Boxers, Pack of 3 - Multicolor (Large, Multicolor-Set-8)",3,12,https://m.media-amazon.com/images/I/71tNNN70XNL._AC_UL320_.jpg,https://www.amazon.in/Mens-Cotton-Shorts-Boxers-Pack/dp/B0B6W8BK91/ref=sr_1_13562?qid=1679142969&s=apparel&sr=1-13562,,,?248,"?1,299"
729,Levi's Men's Pure Cotton Style #065 Ultra Regular Fit (Pack of 1) (#065-ULTRA Brief-Navy BZER-P1 Blazer_S),3,12,https://m.media-amazon.com/images/I/51oAK-eFUwL._AC_UL320_.jpg,https://www.amazon.in/Levis-STYLE-065-Cotton-Outer-Elastic/dp/B0B2DNQNTS/ref=sr_1_13630?qid=1679142970&s=apparel&sr=1-13630,,,?224,?249
730,Men's Cotton Vest,3,12,https://m.media-amazon.com/images/I/91nJbxZmFJL._AC_UL320_.jpg,https://www.amazon.in/Mens-Cotton-Vest-75cm-Chocolate/dp/B09XGQMTMB/ref=sr_1_13678?qid=1679142972&s=apparel&sr=1-13678,4,1,?75,?100
731,Men's Vest,3,12,https://m.media-amazon.com/images/I/A1sjQXu4PlL._AC_UL320_.jpg,https://www.amazon.in/Generic-Mens-Vest/dp/B09QQKTSMP/ref=sr_1_13804?qid=1679142977&s=apparel&sr=1-13804,,,?75,?100
732,"Men's Gym Vest Stringer for Workout, Bodybuilding, Fitness & Training No Days Off Vest Yellow",3,12,https://m.media-amazon.com/images/I/71PfH5+Hf+L._AC_UL320_.jpg,https://www.amazon.in/GYMBROTHERS-Stringer-Workout-Bodybuilding-Training/dp/B09N1PP3L9/ref=sr_1_13851?qid=1679142979&s=apparel&sr=1-13851,3.4,3,?499,?999
733,Macroman M-Series Men's Cotton Amor Classic Ribbed Brief (Inner Elastic) Underwear (Pack of 1) (M521_Assorted_S),3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41dc9V46xXL._AC_UL320_.jpg,https://www.amazon.in/Macroman-M-Classic-Ribbed-Elastic/dp/B09D84KCV9/ref=sr_1_13932?qid=1679142982&s=apparel&sr=1-13932,,,,?165
734,Levex Boxer Shorts Printed Cotton,3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81T8gy9P-mL._AC_UL320_.jpg,https://www.amazon.in/Levex-Cotton-Printed-Shorts-Blue-Black-White/dp/B09CDRZ42K/ref=sr_1_13940?qid=1679142982&s=apparel&sr=1-13940,4.6,3,?699,"?1,499"
735,"Men's Polyester Blend Panty (RH-ML-559-BK,RD_Black, Blue_L)",3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61jT0lmoCML._AC_UL320_.jpg,https://www.amazon.in/Polyester-Spandex-Solid-Thong-Underwear/dp/B08T1J197N/ref=sr_1_14078?qid=1679142987&s=apparel&sr=1-14078,,,?349,?999
736,Macho Original Men's Underwear - Pack of 5 Pcs - Assorted Colours (X-Large /- 95 cms),3,12,https://m.media-amazon.com/images/I/61X7ZCblPBL._AC_UL320_.jpg,https://www.amazon.in/Macho-Original-Mens-Underwear-Assorted/dp/B079M83NPB/ref=sr_1_14589?qid=1679143004&s=apparel&sr=1-14589,,,,?800
737,Macho Original Men's Underwear - Pack of 5 Pcs - Assorted Colour (Small / 80 cms),3,12,https://m.media-amazon.com/images/I/71OOVzCuvDL._AC_UL320_.jpg,https://www.amazon.in/Macho-Original-Mens-Underwear-Assorted/dp/B077NH29WW/ref=sr_1_14598?qid=1679143006&s=apparel&sr=1-14598,,,?710,?910
738,Macho Multicolor Plain Long Trunks - Set of 5,3,12,https://m.media-amazon.com/images/I/71iOTo+vn+L._AC_UL320_.jpg,https://www.amazon.in/Macho-Multicolor-Plain-Long-Trunks/dp/B0725JZ71Y/ref=sr_1_14643?qid=1679143006&s=apparel&sr=1-14643,3.5,2,?770,?950
739,Macroman M-Series Men's Cotton Brief (8903978012230_MSP003_XL_Navy),3,12,https://m.media-amazon.com/images/I/81R2WBmLmRL._AC_UL320_.jpg,https://www.amazon.in/Macroman-M-Cotton-Brief-8903978012230_MSP003_XL_Navy/dp/B01M0SULII/ref=sr_1_14687?qid=1679143008&s=apparel&sr=1-14687,2.1,4,,?280
740,Mens Boxer Outer Elastic Trunks Innerwear,3,12,https://m.media-amazon.com/images/I/71myNrWk+xL._AC_UL320_.jpg,https://www.amazon.in/Boxer-Outer-Elastic-Trunks-Innerwear/dp/B0BWDPZJGZ/ref=sr_1_15038?qid=1679143021&s=apparel&sr=1-15038,,,?799,"?1,499"
741,"Mens Printed Briefs Pack of 2 (S, Multicolor 2)",3,12,https://m.media-amazon.com/images/I/81ENc9ZbxvL._AC_UL320_.jpg,https://www.amazon.in/Mens-Printed-Briefs-Pack-Multicolor/dp/B0BV2Y7RN1/ref=sr_1_15318?qid=1679143031&s=apparel&sr=1-15318,,,?460,?999
742,MERSODA Men's Stylish & Comfortable Nylon Spandex Sexy Thong Bikinis Underwear (ML-07611),3,12,https://m.media-amazon.com/images/I/418z8G6YyIL._AC_UL320_.jpg,https://www.amazon.in/MERSODA-Stylish-Comfortable-Underwear-ML-07611/dp/B0BRM8XS51/ref=sr_1_16080?qid=1679143056&s=apparel&sr=1-16080,,,?349,?599
743,MERSODA Men's Stylish & Comfortable Nylon Spandex Sexy Thong Bikinis Underwear (ML-07603),3,12,https://m.media-amazon.com/images/I/51VqtSXofBL._AC_UL320_.jpg,https://www.amazon.in/MERSODA-Stylish-Comfortable-Underwear-ML-07603/dp/B0BRLZ2XHS/ref=sr_1_16081?qid=1679143056&s=apparel&sr=1-16081,,,?349,?599
744,LeMieux Women¡¯s Base Layer Top - Athletic Thermal Shirts - Equestrian Apparel & Gear for Horseback Riding,3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71fcqooFU8L._AC_UL320_.jpg,https://www.amazon.in/LeMieux-Womens-Base-Layer-Top/dp/B0BRL315CY/ref=sr_1_16086?qid=1679143058&s=apparel&sr=1-16086,,,"?17,288","?24,699"
745,MERSODA Men's Stylish & Comfortable Nylon Spandex Sexy Thong Bikinis Underwear (ML-07570),3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51XeQOGS0ZS._AC_UL320_.jpg,https://www.amazon.in/MERSODA-Stylish-Comfortable-Underwear-ML-07570/dp/B0BRJXL9M7/ref=sr_1_16110?qid=1679143058&s=apparel&sr=1-16110,,,?349,?599
746,MERSODA Men's Stylish & Comfortable Nylon Spandex Sexy Thong Bikinis Underwear (ML-07550),3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61w2jnpLcdL._AC_UL320_.jpg,https://www.amazon.in/MERSODA-Stylish-Comfortable-Underwear-ML-07550/dp/B0BRJFRQN5/ref=sr_1_16122?qid=1679143058&s=apparel&sr=1-16122,,,?349,?599
747,Men's Sport Tops Running Vest Gym Training Fitness Workout Basketball SLE ess Muscle Tanks Quick-KUAW,3,12,https://m.media-amazon.com/images/I/71flrt1ZTnL._AC_UL320_.jpg,https://www.amazon.in/Running-Training-Fitness-Basketball-Quick-KUAW/dp/B0BR3YNCC1/ref=sr_1_16273?qid=1679143063&s=apparel&sr=1-16273,,,?763,"?1,368"
748,Lecherous Men's Cotton Classic Regular Fit Boxer Shorts (Pack of 3),3,12,https://m.media-amazon.com/images/I/616CGbi1F9L._AC_UL320_.jpg,https://www.amazon.in/Lecherous-Cotton-Classic-Regular-Multicolour/dp/B0BQN3MRD7/ref=sr_1_16521?qid=1679143073&s=apparel&sr=1-16521,,,?499,"?1,050"
749,Lecherous Men's Cotton Boxer Shorts | Printed Regular Fit Light Weight Casual Men's Nightwear (Pack of 3),3,12,https://m.media-amazon.com/images/I/614iakW+edL._AC_UL320_.jpg,https://www.amazon.in/Lecherous-Printed-Regular-Nightwear-Multicolour/dp/B0BQF7MDTW/ref=sr_1_16756?qid=1679143079&s=apparel&sr=1-16756,,,?549,"?1,150"
750,"Lecherous Men's Boxer Shorts, Comfortable Cotton Boxers, 100% Cotton Print Multicolor Boxers for Men, Multi Pack",3,12,https://m.media-amazon.com/images/I/612lhr-7lqL._AC_UL320_.jpg,https://www.amazon.in/Lecherous-Shorts-Comfortable-Cotton-Multicolor/dp/B0BQF397GD/ref=sr_1_16759?qid=1679143079&s=apparel&sr=1-16759,,,?349,"?1,050"
751,Men's Regular Thermal Top Winter wear RUPA Grey,3,12,https://m.media-amazon.com/images/I/713qDb+J5PL._AC_UL320_.jpg,https://www.amazon.in/Mens-Regular-Thermal-Winter-wear/dp/B0BPLVJKP5/ref=sr_1_17168?qid=1679143094&s=apparel&sr=1-17168,,,?449,?499
752,LEELAG Men's Ultra Soft Brief Underwear Boxer Shorts Low Rise Underpants Trunks Elastic Waistband Multi Printed Multicolor...,3,12,https://m.media-amazon.com/images/I/71BfYE6InTL._AC_UL320_.jpg,https://www.amazon.in/LEELAG-Underwear-Underpants-Waistband-Multicolor/dp/B0BPLV8113/ref=sr_1_17169?qid=1679143094&s=apparel&sr=1-17169,,,?999,"?1,999"
753,Mens Solid Briefs,3,12,https://m.media-amazon.com/images/I/51LqP6Lg-EL._AC_UL320_.jpg,https://www.amazon.in/Generic-Mens-Solid-Briefs-White/dp/B0BNLS33YL/ref=sr_1_17382?qid=1679143101&s=apparel&sr=1-17382,,,?219,?230
754,Men¡äs Innerwear- Brief,3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31eqOiPQY7L._AC_UL320_.jpg,https://www.amazon.in/Men%C2%B4s-Innerwear-Brief-XL-Black/dp/B0BNLN7MR6/ref=sr_1_17387?qid=1679143103&s=apparel&sr=1-17387,,,?250,?400
755,Mens Round Neck Sports Polyester Printed Vest Off White Large,3,12,https://m.media-amazon.com/images/I/41H4GfXtEAL._AC_UL320_.jpg,https://www.amazon.in/Round-Sports-Polyester-Printed-White/dp/B0BNDHWKLQ/ref=sr_1_17539?qid=1679143108&s=apparel&sr=1-17539,,,?209,?499
756,Men's Ultra Comfortable & Premium White Brief L Sixe,3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/518UkvKMPfL._AC_UL320_.jpg,https://www.amazon.in/Ultra-Comfortable-Premium-White-Brief/dp/B0BMY994BD/ref=sr_1_17718?qid=1679143113&s=apparel&sr=1-17718,,,?244,?399
757,Men's Sirtex Printed Vest for Men & Boys|Men's Innerwear | Men's Vest Combo (Pack of 4),3,12,https://m.media-amazon.com/images/I/91XSPoG9LnL._AC_UL320_.jpg,https://www.amazon.in/Sirtex-Printed-Vest-Innerwear-Combo/dp/B0BLJY69BZ/ref=sr_1_17960?qid=1679143121&s=apparel&sr=1-17960,,,?585,"?1,499"
758,Men's Cotton Vest Multicolour,3,12,https://m.media-amazon.com/images/I/31wdJ9UNpjL._AC_UL320_.jpg,https://www.amazon.in/Generic-MMT1-Mens-Cotton-Multicolour/dp/B0BL72MY2L/ref=sr_1_17981?qid=1679143123&s=apparel&sr=1-17981,,,?340,?560
759,Men's Round Neck Sleeveless Cotton Vest,3,12,https://m.media-amazon.com/images/I/31K6tuvt7US._AC_UL320_.jpg,https://www.amazon.in/Round-Sleeveless-Cotton-Medium-Multicolour/dp/B0BJZ2CJGT/ref=sr_1_18110?qid=1679143128&s=apparel&sr=1-18110,,,?499,?999
760,Lecherous Men's Multi-Coloured New Cotton Boxer Pack of 2,3,12,https://m.media-amazon.com/images/I/71hmVy7Q4pL._AC_UL320_.jpg,https://www.amazon.in/Lecherous-Mens-Multi-Coloured-Cotton-Boxer/dp/B0BJL6N51Q/ref=sr_1_18150?qid=1679143128&s=apparel&sr=1-18150,,,?299,?999
761,Men's Solid Cotton White Vest Pack of 5,3,12,https://m.media-amazon.com/images/I/61LHpdn-pGL._AC_UL320_.jpg,https://www.amazon.in/Mens-Solid-Cotton-White-Vest/dp/B0BHLLB6SR/ref=sr_1_18328?qid=1679143135&s=apparel&sr=1-18328,,,?415,?689
762,Men's Sport s Running Vest Gym Training Fitn Workout Basketball Sleevel Tanks Quick-Dry,3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/616OjtLeSpL._AC_UL320_.jpg,https://www.amazon.in/Running-Training-Workout-Basketball-Quick-Dry/dp/B0BGXRC67V/ref=sr_1_18400?qid=1679143138&s=apparel&sr=1-18400,,,"?1,048.99","?1,746"
763,Men's Sleevel Cycling Undershirt Quick Dry Bike Base Layer Vests Summer Running Vest Elastic Breathable Sport Clothing for...,3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61ap1iLaxsL._AC_UL320_.jpg,https://www.amazon.in/Sleevel-Cycling-Undershirt-Breathable-Clothing/dp/B0BGXQ49QN/ref=sr_1_18401?qid=1679143138&s=apparel&sr=1-18401,,,"?2,878.99","?4,796"
764,Mens Boxer Brief Comfortable Stretchable/ Soft Trunk Styled Regular Fit Underwear BZue3MenUndrwearDCKprntBlack2QXL,3,12,https://m.media-amazon.com/images/I/5160V56FUyL._AC_UL320_.jpg,https://www.amazon.in/Comfortable-Stretchable-Regular-Underwear-BZue3MenUndrwearDCKprntBlack2QXL/dp/B0BGJSJHWP/ref=sr_1_18463?qid=1679143140&s=apparel&sr=1-18463,,,?472,?679
765,Mens Boxer Brief Comfortable Stretchable/ Soft Trunk Styled Regular Fit Underwear BZue3MenUndrwearDCKprntBlack2QL,3,12,https://m.media-amazon.com/images/I/5160V56FUyL._AC_UL320_.jpg,https://www.amazon.in/Comfortable-Stretchable-Regular-Underwear-BZue3MenUndrwearDCKprntBlack2QL/dp/B0BGJS4MZG/ref=sr_1_18464?qid=1679143140&s=apparel&sr=1-18464,,,?472,?679
766,Men's Underwear Briefs Cotton,3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51WU9DZgDXL._AC_UL320_.jpg,https://www.amazon.in/Generic-M-003-Underwear-Briefs-Cotton/dp/B0BG8R5MTZ/ref=sr_1_18506?qid=1679143141&s=apparel&sr=1-18506,,,,?200
767,Men's Underwear (Black & Red),3,12,https://m.media-amazon.com/images/I/41T2ZROptBL._AC_UL320_.jpg,https://www.amazon.in/Generic-Mens-Underwear-Black-Red/dp/B0BG1VRYXC/ref=sr_1_18558?qid=1679143143&s=apparel&sr=1-18558,,,?375,?475
768,Lecherous Men's Multi-Coloured New Viving Cotton Boxer for Regular USe,3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91mDgRFV8zL._AC_UL320_.jpg,https://www.amazon.in/Lecherous-Multi-Coloured-Viving-Regular-2XLarge/dp/B0BFRG3GHR/ref=sr_1_18604?qid=1679143145&s=apparel&sr=1-18604,,,?299,?699
769,"Lecherous Men's Boxers, Shorts",3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81c9YdzeklL._AC_UL320_.jpg,https://www.amazon.in/Lecherous-Boxers-Shorts-Small-Multicolour/dp/B0BFRCDHQ3/ref=sr_1_18620?qid=1679143145&s=apparel&sr=1-18620,,,?339,?599
770,Lecherous Men's Multi-Coloured New Viving Cotton Boxer,3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91TxuercIWL._AC_UL320_.jpg,https://www.amazon.in/Lecherous-Multi-Coloured-Viving-Cotton-Boxer/dp/B0BFR8GCY3/ref=sr_1_18628?qid=1679143145&s=apparel&sr=1-18628,,,?299,?699
771,"Leveluup Fitness Gym Stringer Vest, Gym Vest, Racer Back, Tank Tops, Sendo, Dryfit, Workout for Men",3,12,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/717spHXaygL._AC_UL320_.jpg,https://www.amazon.in/Leveluup-Fitness-Stringer-Workout-X-Large/dp/B0BDWT69DT/ref=sr_1_18798?qid=1679143152&s=apparel&sr=1-18798,,,?349,?499
772,Wearo Men's Regular Fit Jeans,3,13,https://m.media-amazon.com/images/I/51UXco4336L._AC_UL320_.jpg,https://www.amazon.in/Wearo-Relax-Stretch-Jeans-Denim/dp/B07RMH9GZZ/ref=sr_1_174?qid=1679141653&s=apparel&sr=1-174,3.9,"4,117",?779,"?1,499"
773,Wearo Men's Slim Fit Jeans,3,13,https://m.media-amazon.com/images/I/61g2esW2fsL._AC_UL320_.jpg,https://www.amazon.in/Wearo-Relax-Stretch-Jeans-Denim/dp/B07RR2GSWX/ref=sr_1_518?qid=1679141668&s=apparel&sr=1-518,3.9,557,?849,"?1,499"
